"initial_alias","converted_alias","name","description","namespace"
"EIF4A3","5XJC","EIF4A3","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A3","5YZG","EIF4A3","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A3","6ICZ","EIF4A3","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A3","6QDV","EIF4A3","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A3","6YVH","EIF4A3","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A3","7A5P","EIF4A3","eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4B","1WI8","EIF4B","eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4B","2J76","EIF4B","eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4B","6FEC","EIF4B","eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","1IPB","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","1IPC","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","1WKW","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","2GPQ","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","2V8W","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","2V8X","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","2V8Y","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","2W97","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","3AM7","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","3TF2","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","3U7X","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","4AZA","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","4BEA","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","4DT6","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","4DUM","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","4TPW","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","4TQB","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","4TQC","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","4UED","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5EHC","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5EI3","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5EIR","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5EKV","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5GW6","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5T46","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5ZJY","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5ZJZ","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5ZK5","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5ZK7","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5ZK9","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","5ZML","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","7D6Y","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","7D8B","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4E","7MEU","EIF4E","eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","1LJ2","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","1UG3","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","2W97","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","4AZA","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","4F02","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","5EHC","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","5EI3","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","5EIR","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","5T46","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","5ZK5","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G1","6ZMW","EIF4G1","eukaryotic translation initiation factor 4 gamma 1 [Source:HGNC Symbol;Acc:HGNC:3296]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G2","3D3M","EIF4G2","eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G2","3L6A","EIF4G2","eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4G2","4IUL","EIF4G2","eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4H","None","None","None",""
"EIF6","6LQM","EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF6","6LSR","EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF6","6LSS","EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF6","6LU8","EIF6","eukaryotic translation initiation factor 6 [Source:HGNC Symbol;Acc:HGNC:6159]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAC2","None","None","None",""
"ELAVL1","3HI9","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL1","4ED5","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL1","4EGL","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL1","4FXV","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL1","5SZW","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL1","6G2K","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL1","6GC5","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL1","6GD1","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL1","6GD2","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL1","6GD3","ELAVL1","ELAV like RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3312]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL4","1FXL","ELAVL4","ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ELAVL4","1G2E","ELAVL4","ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","2HZ6","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","3P23","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","4U6R","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","4YZ9","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","4YZC","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","4YZD","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","4Z7G","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","4Z7H","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","5HGI","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6HV0","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6HX1","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6SHC","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6URC","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6W39","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6W3A","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6W3B","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6W3C","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6W3E","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6W3K","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6XDB","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6XDD","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","6XDF","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERN1","7BMK","ERN1","endoplasmic reticulum to nucleus signaling 1 [Source:HGNC Symbol;Acc:HGNC:3449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERO1A","3AHQ","ERO1A","endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERO1A","3AHR","ERO1A","endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ESF1","None","None","None",""
"ESRP1","2DHA","ESRP1","epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ESRP1","2RVJ","ESRP1","epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","1DT9","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","2HST","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","2KTU","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","2KTV","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","2LGT","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","2LLX","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","2MQ6","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","2MQ9","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","3E1Y","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","3J5Y","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","3JAG","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","3JAH","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","3JAI","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","4D5N","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","4D61","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","5A8L","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","5LZT","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","5LZU","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","5LZV","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","6D90","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","6IP8","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","6XA1","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ETF1","6ZME","ETF1","eukaryotic translation termination factor 1 [Source:HGNC Symbol;Acc:HGNC:3477]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EWSR1","2CPE","EWSR1","EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC10","2CPR","EXOSC10","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC10","3SAF","EXOSC10","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC10","3SAG","EXOSC10","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC10","3SAH","EXOSC10","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC10","6D6Q","EXOSC10","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC10","6D6R","EXOSC10","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC10","7MQA","EXOSC10","exosome component 10 [Source:HGNC Symbol;Acc:HGNC:9138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC2","2NN6","EXOSC2","exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC2","6D6Q","EXOSC2","exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC2","6D6R","EXOSC2","exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC2","6H25","EXOSC2","exosome component 2 [Source:HGNC Symbol;Acc:HGNC:17097]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC4","2NN6","EXOSC4","exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC4","6D6Q","EXOSC4","exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOSC4","6D6R","EXOSC4","exosome component 4 [Source:HGNC Symbol;Acc:HGNC:18189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
